CDTJune/21/2021 12:39:51:223,location:29.585495 -98.619713
 CDTJune/22/2021 14:20:37:917,xyz_acc:-0.079 -0.46 -0.889
 CDTJune/22/2021 14:20:37:924,xyz_acc:-0.082 -0.44 -0.889
 CDTJune/22/2021 14:20:37:936,xyz_acc:-0.079 -0.444 -0.895
 CDTJune/22/2021 14:20:37:956,xyz_acc:-0.081 -0.447 -0.888
 CDTJune/22/2021 14:20:37:960,xyz_acc:-0.08 -0.44 -0.892
 CDTJune/22/2021 14:20:37:0,xyz_acc:-0.08 -0.439 -0.896
 CDTJune/22/2021 14:20:37:12,xyz_acc:-0.076 -0.445 -0.895
 CDTJune/22/2021 14:20:37:15,xyz_acc:-0.082 -0.445 -0.887
 CDTJune/22/2021 14:20:37:60,xyz_acc:-0.083 -0.447 -0.889
 CDTJune/22/2021 14:20:37:63,xyz_acc:-0.078 -0.443 -0.893
 CDTJune/22/2021 14:20:37:140,xyz_acc:-0.081 -0.442 -0.896
 CDTJune/22/2021 14:20:37:200,xyz_acc:-0.084 -0.439 -0.892
 CDTJune/22/2021 14:20:37:301,xyz_acc:-0.079 -0.444 -0.895
 CDTJune/22/2021 14:20:38:460,xyz_acc:-0.083 -0.44 -0.888
 CDTJune/22/2021 14:20:38:520,xyz_acc:-0.083 -0.434 -0.889
 CDTJune/22/2021 14:20:38:611,xyz_acc:-0.085 -0.446 -0.876
 CDTJune/22/2021 14:20:38:736,xyz_acc:-0.084 -0.451 -0.891
 CDTJune/22/2021 14:20:38:805,xyz_acc:-0.08 -0.443 -0.899
 CDTJune/22/2021 14:20:38:907,xyz_acc:-0.082 -0.44 -0.89
 CDTJune/22/2021 14:20:38:45,xyz_acc:-0.082 -0.445 -0.891
 CDTJune/22/2021 14:20:38:111,xyz_acc:-0.082 -0.437 -0.888
 CDTJune/22/2021 14:20:38:231,xyz_acc:-0.082 -0.443 -0.897
 CDTJune/22/2021 14:20:39:378,xyz_acc:-0.08 -0.444 -0.897
 CDTJune/22/2021 14:20:39:415,xyz_acc:-0.075 -0.441 -0.888
 CDTJune/22/2021 14:20:39:541,xyz_acc:-0.089 -0.443 -0.883
 CDTJune/22/2021 14:20:39:636,xyz_acc:-0.082 -0.445 -0.893
 CDTJune/22/2021 14:20:39:723,xyz_acc:-0.084 -0.444 -0.895
 CDTJune/22/2021 14:20:39:815,xyz_acc:-0.081 -0.45 -0.891
 CDTJune/22/2021 14:20:39:976,xyz_acc:-0.083 -0.446 -0.888
 CDTJune/22/2021 14:20:39:61,xyz_acc:-0.081 -0.45 -0.894
 CDTJune/22/2021 14:20:39:189,xyz_acc:-0.08 -0.444 -0.887
 CDTJune/22/2021 14:20:39:244,xyz_acc:-0.085 -0.445 -0.889
 CDTJune/22/2021 14:20:39:319,xyz_acc:-0.082 -0.445 -0.889
 CDTJune/22/2021 14:20:40:406,xyz_acc:-0.106 -0.436 -0.898
 CDTJune/22/2021 14:20:40:546,xyz_acc:-0.049 -0.465 -0.881
 CDTJune/22/2021 14:20:40:614,xyz_acc:-0.092 -0.45 -0.882
 CDTJune/22/2021 14:20:40:737,xyz_acc:-0.076 -0.451 -0.889
 CDTJune/22/2021 14:20:40:833,xyz_acc:-0.081 -0.461 -0.879
 CDTJune/22/2021 14:20:40:934,xyz_acc:-0.077 -0.45 -0.891
 CDTJune/22/2021 14:20:40:36,xyz_acc:-0.078 -0.454 -0.89
 CDTJune/22/2021 14:20:40:200,xyz_acc:-0.073 -0.451 -0.886
 CDTJune/22/2021 14:20:40:230,xyz_acc:-0.085 -0.45 -0.883
 CDTJune/22/2021 14:20:40:304,xyz_acc:-0.076 -0.454 -0.892
 CDTJune/22/2021 14:20:41:457,xyz_acc:-0.078 -0.453 -0.89
 CDTJune/22/2021 14:20:41:579,xyz_acc:-0.082 -0.455 -0.883
 CDTJune/22/2021 14:20:41:612,xyz_acc:-0.079 -0.456 -0.89
 CDTJune/22/2021 14:20:41:768,xyz_acc:-0.079 -0.449 -0.887
 CDTJune/22/2021 14:20:41:827,xyz_acc:-0.024 -0.476 -0.895
 CDTJune/22/2021 14:20:41:911,xyz_acc:-0.114 -0.433 -0.859
 CDTJune/22/2021 14:20:41:45,xyz_acc:-0.071 -0.473 -0.895
 CDTJune/22/2021 14:20:41:123,xyz_acc:-0.055 -0.471 -0.897
 CDTJune/22/2021 14:20:41:213,xyz_acc:-0.067 -0.484 -0.845
 CDTJune/22/2021 14:20:42:350,xyz_acc:-0.071 -0.486 -0.906
 CDTJune/22/2021 14:20:42:445,xyz_acc:-0.044 -0.513 -0.867
 CDTJune/22/2021 14:20:42:507,xyz_acc:-0.077 -0.477 -0.854
 CDTJune/22/2021 14:20:42:644,xyz_acc:-0.063 -0.519 -0.865
 CDTJune/22/2021 14:20:42:757,xyz_acc:-0.088 -0.481 -0.877
 CDTJune/22/2021 14:20:42:44,xyz_acc:-0.046 -0.52 -0.857
 CDTJune/22/2021 14:20:42:106,xyz_acc:-0.038 -0.537 -0.875
 CDTJune/22/2021 14:20:42:162,xyz_acc:-0.074 -0.52 -0.876
 CDTJune/22/2021 14:20:42:313,xyz_acc:-0.07 -0.487 -0.834
 CDTJune/22/2021 14:20:43:375,xyz_acc:-0.073 -0.515 -0.87
 CDTJune/22/2021 14:20:43:409,xyz_acc:-0.054 -0.516 -0.875
 CDTJune/22/2021 14:20:43:440,xyz_acc:-0.067 -0.506 -0.854
 CDTJune/22/2021 14:20:43:613,xyz_acc:-0.071 -0.503 -0.861
 CDTJune/22/2021 14:20:43:678,xyz_acc:-0.065 -0.504 -0.86
 CDTJune/22/2021 14:20:43:731,xyz_acc:-0.066 -0.507 -0.87
 CDTJune/22/2021 14:20:43:862,xyz_acc:-0.066 -0.515 -0.848
 CDTJune/22/2021 14:20:43:983,xyz_acc:-0.067 -0.496 -0.857
 CDTJune/22/2021 14:20:43:106,xyz_acc:-0.049 -0.497 -0.867
 CDTJune/22/2021 14:20:43:186,xyz_acc:-0.061 -0.514 -0.863
 CDTJune/22/2021 14:20:43:275,xyz_acc:-0.07 -0.497 -0.862
 CDTJune/22/2021 14:20:44:395,xyz_acc:-0.066 -0.484 -0.866
 CDTJune/22/2021 14:20:44:453,xyz_acc:-0.061 -0.495 -0.855
 CDTJune/22/2021 14:20:44:578,xyz_acc:-0.056 -0.414 -0.892
 CDTJune/22/2021 14:20:44:705,xyz_acc:-0.065 -0.518 -0.871
 CDTJune/22/2021 14:20:44:756,xyz_acc:-0.082 -0.504 -0.859
 CDTJune/22/2021 14:20:44:844,xyz_acc:-0.076 -0.479 -0.869
 CDTJune/22/2021 14:20:44:965,xyz_acc:-0.062 -0.499 -0.865
 CDTJune/22/2021 14:20:44:89,xyz_acc:-0.09 -0.496 -0.865
 CDTJune/22/2021 14:20:44:146,xyz_acc:-0.059 -0.486 -0.867
 CDTJune/22/2021 14:20:44:304,xyz_acc:-0.079 -0.487 -0.869
 CDTJune/22/2021 14:20:45:362,xyz_acc:-0.068 -0.508 -0.863
 CDTJune/22/2021 14:20:45:475,xyz_acc:-0.075 -0.484 -0.869
 CDTJune/22/2021 14:20:45:540,xyz_acc:-0.072 -0.485 -0.871
 CDTJune/22/2021 14:20:45:669,xyz_acc:-0.071 -0.493 -0.872
 CDTJune/22/2021 14:20:45:784,xyz_acc:-0.071 -0.485 -0.874
 CDTJune/22/2021 14:20:45:834,xyz_acc:-0.076 -0.488 -0.864
 CDTJune/22/2021 14:20:45:46,xyz_acc:-0.076 -0.492 -0.869
 CDTJune/22/2021 14:20:45:77,xyz_acc:-0.078 -0.482 -0.863
 CDTJune/22/2021 14:20:45:131,xyz_acc:-0.073 -0.487 -0.872
 CDTJune/22/2021 14:20:45:261,xyz_acc:-0.076 -0.486 -0.865
 CDTJune/22/2021 14:20:46:407,xyz_acc:-0.068 -0.479 -0.876
 CDTJune/22/2021 14:20:46:466,xyz_acc:-0.066 -0.49 -0.875
 CDTJune/22/2021 14:20:46:585,xyz_acc:-0.067 -0.484 -0.87
 CDTJune/22/2021 14:20:46:758,xyz_acc:-0.069 -0.478 -0.881
 CDTJune/22/2021 14:20:46:796,xyz_acc:-0.068 -0.483 -0.868
 CDTJune/22/2021 14:20:46:883,xyz_acc:-0.072 -0.477 -0.876
 CDTJune/22/2021 14:20:46:947,xyz_acc:-0.072 -0.487 -0.873
 CDTJune/22/2021 14:20:46:67,xyz_acc:-0.072 -0.481 -0.872
 CDTJune/22/2021 14:20:46:197,xyz_acc:-0.069 -0.479 -0.875
 CDTJune/22/2021 14:20:46:277,xyz_acc:-0.071 -0.475 -0.875
 CDTJune/22/2021 14:20:47:398,xyz_acc:-0.075 -0.479 -0.866
 CDTJune/22/2021 14:20:47:485,xyz_acc:-0.062 -0.484 -0.885
 CDTJune/22/2021 14:20:47:575,xyz_acc:-0.074 -0.478 -0.872
 CDTJune/22/2021 14:20:47:632,xyz_acc:-0.075 -0.487 -0.871
 CDTJune/22/2021 14:20:47:815,xyz_acc:-0.061 -0.481 -0.874
 CDTJune/22/2021 14:20:47:939,xyz_acc:-0.06 -0.484 -0.877
 CDTJune/22/2021 14:20:47:61,xyz_acc:-0.083 -0.479 -0.859
 CDTJune/22/2021 14:20:47:149,xyz_acc:-0.068 -0.48 -0.877
 CDTJune/22/2021 14:20:47:238,xyz_acc:-0.069 -0.491 -0.87
 CDTJune/22/2021 14:20:47:300,xyz_acc:-0.069 -0.485 -0.867
 CDTJune/22/2021 14:20:48:358,xyz_acc:-0.068 -0.481 -0.874
 CDTJune/22/2021 14:20:48:481,xyz_acc:-0.074 -0.484 -0.868
 CDTJune/22/2021 14:20:48:539,xyz_acc:-0.068 -0.486 -0.876
 CDTJune/22/2021 14:20:48:658,xyz_acc:-0.068 -0.489 -0.866
 CDTJune/22/2021 14:20:48:781,xyz_acc:-0.074 -0.486 -0.871
 CDTJune/22/2021 14:20:48:833,xyz_acc:-0.072 -0.485 -0.872
 CDTJune/22/2021 14:20:48:991,xyz_acc:-0.07 -0.487 -0.875
 CDTJune/22/2021 14:20:48:47,xyz_acc:-0.073 -0.489 -0.863
 CDTJune/22/2021 14:20:48:223,xyz_acc:-0.075 -0.482 -0.875
 CDTJune/22/2021 14:20:48:284,xyz_acc:-0.07 -0.487 -0.874
 CDTJune/22/2021 14:20:49:346,xyz_acc:-0.066 -0.479 -0.878
 CDTJune/22/2021 14:20:49:473,xyz_acc:-0.072 -0.482 -0.873
 CDTJune/22/2021 14:20:49:555,xyz_acc:-0.068 -0.483 -0.873
 CDTJune/22/2021 14:20:49:710,xyz_acc:-0.066 -0.486 -0.876
 CDTJune/22/2021 14:20:49:766,xyz_acc:-0.074 -0.48 -0.873
 CDTJune/22/2021 14:20:49:893,xyz_acc:-0.074 -0.483 -0.866
 CDTJune/22/2021 14:20:49:947,xyz_acc:-0.071 -0.486 -0.877
 CDTJune/22/2021 14:20:49:70,xyz_acc:-0.07 -0.488 -0.872
 CDTJune/22/2021 14:20:49:124,xyz_acc:-0.073 -0.483 -0.875
 CDTJune/22/2021 14:20:49:255,xyz_acc:-0.071 -0.483 -0.871
 CDTJune/22/2021 14:20:50:382,xyz_acc:-0.07 -0.485 -0.873
 CDTJune/22/2021 14:20:50:458,xyz_acc:-0.072 -0.484 -0.869
 CDTJune/22/2021 14:20:50:545,xyz_acc:-0.07 -0.482 -0.876
 CDTJune/22/2021 14:20:50:633,xyz_acc:-0.072 -0.482 -0.871
 CDTJune/22/2021 14:20:50:790,xyz_acc:-0.071 -0.483 -0.872
 CDTJune/22/2021 14:20:50:940,xyz_acc:-0.07 -0.483 -0.875
 CDTJune/22/2021 14:20:50:995,xyz_acc:-0.071 -0.485 -0.878
 CDTJune/22/2021 14:20:50:116,xyz_acc:-0.068 -0.486 -0.872
 CDTJune/22/2021 14:20:50:174,xyz_acc:-0.074 -0.479 -0.871
 CDTJune/22/2021 14:20:50:244,xyz_acc:-0.066 -0.48 -0.875
 CDTJune/22/2021 14:20:51:356,xyz_acc:-0.069 -0.488 -0.873
 CDTJune/22/2021 14:20:51:482,xyz_acc:-0.07 -0.479 -0.875
 CDTJune/22/2021 14:20:51:536,xyz_acc:-0.069 -0.481 -0.87
 CDTJune/22/2021 14:20:51:758,xyz_acc:-0.069 -0.48 -0.874
 CDTJune/22/2021 14:20:51:805,xyz_acc:-0.064 -0.481 -0.875
 CDTJune/22/2021 14:20:51:892,xyz_acc:-0.069 -0.478 -0.872
 CDTJune/22/2021 14:20:51:955,xyz_acc:-0.07 -0.483 -0.874
 CDTJune/22/2021 14:20:51:44,xyz_acc:-0.068 -0.484 -0.874
 CDTJune/22/2021 14:20:51:177,xyz_acc:-0.068 -0.484 -0.874
 CDTJune/22/2021 14:20:51:223,xyz_acc:-0.069 -0.479 -0.874
 CDTJune/22/2021 14:20:52:383,xyz_acc:-0.072 -0.481 -0.875
 CDTJune/22/2021 14:20:52:432,xyz_acc:-0.067 -0.485 -0.876
 CDTJune/22/2021 14:20:52:556,xyz_acc:-0.068 -0.483 -0.874
 CDTJune/22/2021 14:20:52:679,xyz_acc:-0.072 -0.484 -0.867
 CDTJune/22/2021 14:20:52:801,xyz_acc:-0.072 -0.481 -0.881
 CDTJune/22/2021 14:20:52:923,xyz_acc:-0.07 -0.488 -0.869
 CDTJune/22/2021 14:20:52:5,xyz_acc:-0.071 -0.483 -0.871
 CDTJune/22/2021 14:20:52:94,xyz_acc:-0.071 -0.487 -0.875
 CDTJune/22/2021 14:20:52:167,xyz_acc:-0.07 -0.482 -0.879
 CDTJune/22/2021 14:20:52:280,xyz_acc:-0.07 -0.482 -0.873
 CDTJune/22/2021 14:20:53:338,xyz_acc:-0.07 -0.484 -0.865
 CDTJune/22/2021 14:20:53:474,xyz_acc:-0.068 -0.481 -0.875
 CDTJune/22/2021 14:20:53:582,xyz_acc:-0.073 -0.476 -0.872
 CDTJune/22/2021 14:20:53:636,xyz_acc:-0.074 -0.49 -0.865
 CDTJune/22/2021 14:20:53:758,xyz_acc:-0.062 -0.48 -0.883
 CDTJune/22/2021 14:20:53:879,xyz_acc:-0.074 -0.485 -0.872
 CDTJune/22/2021 14:20:53:932,xyz_acc:-0.073 -0.483 -0.871
 CDTJune/22/2021 14:20:53:57,xyz_acc:-0.071 -0.489 -0.867
 CDTJune/22/2021 14:20:53:178,xyz_acc:-0.071 -0.489 -0.867
 CDTJune/22/2021 14:20:53:263,xyz_acc:-0.07 -0.499 -0.864
 CDTJune/22/2021 14:20:54:507,xyz_acc:-0.026 -0.547 -0.847
 CDTJune/22/2021 14:20:57:485,xyz_acc:-0.067 -0.498 -0.863
 CDTJune/22/2021 14:20:57:562,xyz_acc:-0.076 -0.494 -0.867
 CDTJune/22/2021 14:20:57:578,xyz_acc:-0.064 -0.502 -0.887
 CDTJune/22/2021 14:20:57:599,xyz_acc:-0.062 -0.498 -0.883
 CDTJune/22/2021 14:20:57:602,xyz_acc:-0.07 -0.49 -0.862
 CDTJune/22/2021 14:20:57:636,xyz_acc:-0.071 -0.485 -0.859
 CDTJune/22/2021 14:20:57:644,xyz_acc:-0.071 -0.492 -0.864
 CDTJune/22/2021 14:20:57:661,xyz_acc:-0.065 -0.495 -0.873
 CDTJune/22/2021 14:20:57:663,xyz_acc:-0.071 -0.491 -0.868
 CDTJune/22/2021 14:20:57:675,xyz_acc:-0.066 -0.488 -0.87
 CDTJune/22/2021 14:20:57:748,xyz_acc:-0.067 -0.491 -0.868
 CDTJune/22/2021 14:20:57:751,xyz_acc:-0.066 -0.487 -0.87
 CDTJune/22/2021 14:20:57:752,xyz_acc:-0.067 -0.486 -0.872
 CDTJune/22/2021 14:20:57:801,xyz_acc:-0.071 -0.487 -0.87
 CDTJune/22/2021 14:20:57:927,xyz_acc:-0.066 -0.49 -0.871
 CDTJune/22/2021 14:20:57:984,xyz_acc:-0.069 -0.487 -0.871
 CDTJune/22/2021 14:20:57:133,xyz_acc:-0.07 -0.489 -0.867
 CDTJune/22/2021 14:20:57:191,xyz_acc:-0.067 -0.49 -0.869
 CDTJune/22/2021 14:20:58:330,xyz_acc:-0.07 -0.491 -0.868
 CDTJune/22/2021 14:20:58:389,xyz_acc:-0.067 -0.491 -0.875
 CDTJune/22/2021 14:20:58:491,xyz_acc:-0.066 -0.491 -0.871
 CDTJune/22/2021 14:20:58:614,xyz_acc:-0.07 -0.487 -0.863
 CDTJune/22/2021 14:20:58:737,xyz_acc:-0.07 -0.491 -0.863
 CDTJune/22/2021 14:20:58:864,xyz_acc:-0.067 -0.489 -0.871
 CDTJune/22/2021 14:20:58:927,xyz_acc:-0.065 -0.491 -0.871
 CDTJune/22/2021 14:20:58:9,xyz_acc:-0.068 -0.486 -0.868
 CDTJune/22/2021 14:20:58:67,xyz_acc:-0.068 -0.488 -0.866
 CDTJune/22/2021 14:20:58:187,xyz_acc:-0.069 -0.491 -0.866
 CDTJune/22/2021 14:20:58:285,xyz_acc:-0.071 -0.491 -0.872
 CDTJune/22/2021 14:20:59:384,xyz_acc:-0.068 -0.493 -0.866
 CDTJune/22/2021 14:20:59:548,xyz_acc:-0.07 -0.487 -0.866
 CDTJune/22/2021 14:20:59:580,xyz_acc:-0.072 -0.485 -0.875
 CDTJune/22/2021 14:20:59:717,xyz_acc:-0.069 -0.48 -0.873
 CDTJune/22/2021 14:20:59:809,xyz_acc:-0.079 -0.487 -0.873
 CDTJune/22/2021 14:20:59:896,xyz_acc:-0.055 -0.482 -0.878
 CDTJune/22/2021 14:20:59:26,xyz_acc:-0.049 -0.487 -0.867
 CDTJune/22/2021 14:20:59:99,xyz_acc:-0.075 -0.482 -0.871
 CDTJune/22/2021 14:20:59:207,xyz_acc:-0.07 -0.486 -0.871
 CDTJune/22/2021 14:21:00:349,xyz_acc:-0.075 -0.487 -0.868
 CDTJune/22/2021 14:21:00:384,xyz_acc:-0.077 -0.491 -0.869
 CDTJune/22/2021 14:21:00:663,xyz_acc:-0.074 -0.487 -0.871
 CDTJune/22/2021 14:21:00:748,xyz_acc:-0.074 -0.489 -0.869
 CDTJune/22/2021 14:21:00:865,xyz_acc:-0.073 -0.489 -0.872
 CDTJune/22/2021 14:21:00:931,xyz_acc:-0.075 -0.488 -0.866
 CDTJune/22/2021 14:21:00:936,xyz_acc:-0.075 -0.484 -0.87
 CDTJune/22/2021 14:21:00:10,xyz_acc:-0.068 -0.49 -0.871
 CDTJune/22/2021 14:21:00:165,xyz_acc:-0.073 -0.488 -0.873
 CDTJune/22/2021 14:21:00:226,xyz_acc:-0.073 -0.491 -0.874
 CDTJune/22/2021 14:21:01:344,xyz_acc:-0.071 -0.492 -0.873
 CDTJune/22/2021 14:21:01:490,xyz_acc:-0.072 -0.491 -0.866
 CDTJune/22/2021 14:21:01:552,xyz_acc:-0.071 -0.488 -0.867
 CDTJune/22/2021 14:21:01:610,xyz_acc:-0.068 -0.491 -0.866
 CDTJune/22/2021 14:21:01:772,xyz_acc:-0.064 -0.491 -0.874
 CDTJune/22/2021 14:21:01:825,xyz_acc:-0.068 -0.49 -0.873
 CDTJune/22/2021 14:21:01:33,xyz_acc:-0.073 -0.483 -0.867
 CDTJune/22/2021 14:21:01:66,xyz_acc:-0.068 -0.479 -0.874
 CDTJune/22/2021 14:21:01:159,xyz_acc:-0.068 -0.492 -0.883
 CDTJune/22/2021 14:21:01:279,xyz_acc:-0.065 -0.505 -0.86
 CDTJune/22/2021 14:21:02:344,xyz_acc:-0.075 -0.485 -0.864
 CDTJune/22/2021 14:21:02:460,xyz_acc:-0.067 -0.491 -0.86
 CDTJune/22/2021 14:21:02:521,xyz_acc:-0.076 -0.47 -0.875
 CDTJune/22/2021 14:21:02:638,xyz_acc:-0.06 -0.486 -0.875
 CDTJune/22/2021 14:21:02:815,xyz_acc:-0.064 -0.49 -0.877
 CDTJune/22/2021 14:21:02:875,xyz_acc:-0.077 -0.487 -0.866
 CDTJune/22/2021 14:21:02:963,xyz_acc:-0.072 -0.479 -0.871
 CDTJune/22/2021 14:21:02:29,xyz_acc:-0.071 -0.489 -0.875
 CDTJune/22/2021 14:21:02:240,xyz_acc:-0.07 -0.502 -0.867
 CDTJune/22/2021 14:21:02:298,xyz_acc:-0.071 -0.499 -0.867
 CDTJune/22/2021 14:21:03:356,xyz_acc:-0.07 -0.494 -0.871
 CDTJune/22/2021 14:21:03:444,xyz_acc:-0.065 -0.494 -0.875
 CDTJune/22/2021 14:21:03:502,xyz_acc:-0.073 -0.49 -0.866
 CDTJune/22/2021 14:21:03:708,xyz_acc:-0.071 -0.486 -0.871
 CDTJune/22/2021 14:21:03:745,xyz_acc:-0.071 -0.487 -0.874
 CDTJune/22/2021 14:21:03:802,xyz_acc:-0.064 -0.483 -0.878
 CDTJune/22/2021 14:21:03:952,xyz_acc:-0.049 -0.484 -0.869
 CDTJune/22/2021 14:21:03:11,xyz_acc:-0.069 -0.495 -0.869
 CDTJune/22/2021 14:21:03:135,xyz_acc:-0.06 -0.508 -0.859
 CDTJune/22/2021 14:21:03:285,xyz_acc:-0.068 -0.491 -0.879
 CDTJune/22/2021 14:21:04:346,xyz_acc:-0.07 -0.516 -0.858
 CDTJune/22/2021 14:21:04:411,xyz_acc:-0.067 -0.472 -0.866
 CDTJune/22/2021 14:21:04:551,xyz_acc:-0.068 -0.497 -0.867
 CDTJune/22/2021 14:21:04:707,xyz_acc:-0.069 -0.494 -0.875
 CDTJune/22/2021 14:21:04:766,xyz_acc:-0.066 -0.491 -0.867
 CDTJune/22/2021 14:21:04:826,xyz_acc:-0.065 -0.483 -0.861
 CDTJune/22/2021 14:21:04:949,xyz_acc:-0.07 -0.487 -0.864
 CDTJune/22/2021 14:21:04:103,xyz_acc:-0.075 -0.475 -0.875
 CDTJune/22/2021 14:21:04:157,xyz_acc:-0.05 -0.505 -0.861
 CDTJune/22/2021 14:21:04:241,xyz_acc:-0.037 -0.501 -0.871
 CDTJune/22/2021 14:21:05:366,xyz_acc:-0.072 -0.492 -0.879
 CDTJune/22/2021 14:21:05:425,xyz_acc:-0.067 -0.504 -0.858
 CDTJune/22/2021 14:21:05:547,xyz_acc:-0.07 -0.48 -0.869
 CDTJune/22/2021 14:21:05:696,xyz_acc:-0.078 -0.512 -0.865
 CDTJune/22/2021 14:21:05:786,xyz_acc:-0.069 -0.494 -0.873
 CDTJune/22/2021 14:21:05:847,xyz_acc:-0.07 -0.499 -0.862
 CDTJune/22/2021 14:21:05:966,xyz_acc:-0.066 -0.492 -0.861
 CDTJune/22/2021 14:21:05:23,xyz_acc:-0.074 -0.432 -0.875
 CDTJune/22/2021 14:21:05:145,xyz_acc:-0.046 -0.515 -0.873
 CDTJune/22/2021 14:21:05:295,xyz_acc:-0.061 -0.494 -0.872
 CDTJune/22/2021 14:21:06:356,xyz_acc:-0.066 -0.498 -0.863
 CDTJune/22/2021 14:21:06:416,xyz_acc:-0.07 -0.484 -0.86
 CDTJune/22/2021 14:21:06:544,xyz_acc:-0.071 -0.481 -0.869
 CDTJune/22/2021 14:21:06:722,xyz_acc:-0.052 -0.517 -0.861
 CDTJune/22/2021 14:21:06:774,xyz_acc:-0.062 -0.478 -0.876
 CDTJune/22/2021 14:21:06:842,xyz_acc:-0.064 -0.498 -0.861
 CDTJune/22/2021 14:21:06:954,xyz_acc:-0.069 -0.494 -0.867
 CDTJune/22/2021 14:21:06:147,xyz_acc:-0.066 -0.496 -0.868
 CDTJune/22/2021 14:21:06:195,xyz_acc:-0.068 -0.493 -0.87
 CDTJune/22/2021 14:21:06:259,xyz_acc:-0.068 -0.494 -0.865
 CDTJune/22/2021 14:21:06:317,xyz_acc:-0.067 -0.49 -0.869
 CDTJune/22/2021 14:21:07:438,xyz_acc:-0.066 -0.498 -0.868
 CDTJune/22/2021 14:21:07:554,xyz_acc:-0.068 -0.495 -0.871
 CDTJune/22/2021 14:21:07:616,xyz_acc:-0.07 -0.498 -0.863
 CDTJune/22/2021 14:21:07:735,xyz_acc:-0.07 -0.493 -0.864
 CDTJune/22/2021 14:21:07:916,xyz_acc:-0.071 -0.497 -0.864
 CDTJune/22/2021 14:21:07:921,xyz_acc:-0.068 -0.496 -0.871
 CDTJune/22/2021 14:21:07:98,xyz_acc:-0.068 -0.5 -0.868
 CDTJune/22/2021 14:21:07:157,xyz_acc:-0.069 -0.487 -0.874
 CDTJune/22/2021 14:21:07:217,xyz_acc:-0.067 -0.5 -0.868
 CDTJune/22/2021 14:21:08:365,xyz_acc:-0.066 -0.495 -0.86
 CDTJune/22/2021 14:21:08:456,xyz_acc:-0.074 -0.491 -0.863
 CDTJune/22/2021 14:21:08:550,xyz_acc:-0.064 -0.496 -0.864
 CDTJune/22/2021 14:21:08:600,xyz_acc:-0.064 -0.493 -0.868
 CDTJune/22/2021 14:21:08:803,xyz_acc:-0.069 -0.495 -0.865
 CDTJune/22/2021 14:21:08:846,xyz_acc:-0.065 -0.494 -0.858
 CDTJune/22/2021 14:21:08:902,xyz_acc:-0.071 -0.489 -0.858
 CDTJune/22/2021 14:21:08:26,xyz_acc:-0.07 -0.486 -0.87
 CDTJune/22/2021 14:21:09:591,xyz_acc:-0.061 -0.504 -0.879
 CDTJune/22/2021 14:31:12:548,xyz_acc:0.044 -0.528 -0.831
 CDTJune/22/2021 14:31:12:663,xyz_acc:0.044 -0.529 -0.846
 CDTJune/22/2021 14:31:12:725,xyz_acc:0.079 -0.483 -0.878
 CDTJune/22/2021 14:31:12:830,xyz_acc:0.058 -0.534 -0.847
 CDTJune/22/2021 14:31:12:907,xyz_acc:0.029 -0.524 -0.848
 CDTJune/22/2021 14:31:12:84,xyz_acc:0.072 -0.487 -0.885
 CDTJune/22/2021 14:31:12:113,xyz_acc:0.059 -0.52 -0.837
 CDTJune/22/2021 14:31:12:273,xyz_acc:0.055 -0.508 -0.862
 CDTJune/22/2021 14:31:12:324,xyz_acc:0.063 -0.482 -0.889
 CDTJune/22/2021 14:31:13:382,xyz_acc:0.077 -0.517 -0.845
 CDTJune/22/2021 14:31:13:514,xyz_acc:0.069 -0.497 -0.865
 CDTJune/22/2021 14:31:13:639,xyz_acc:0.053 -0.461 -0.872
 CDTJune/22/2021 14:31:13:680,xyz_acc:0.078 -0.478 -0.884
 CDTJune/22/2021 14:31:13:871,xyz_acc:0.088 -0.493 -0.884
 CDTJune/22/2021 14:31:13:923,xyz_acc:0.045 -0.467 -0.868
 CDTJune/22/2021 14:31:13:980,xyz_acc:0.08 -0.453 -0.897
 CDTJune/22/2021 14:31:13:108,xyz_acc:0.088 -0.479 -0.872
 CDTJune/22/2021 14:31:13:196,xyz_acc:0.005 -0.45 -0.868
 CDTJune/22/2021 14:31:13:314,xyz_acc:0.086 -0.449 -0.903
 CDTJune/22/2021 14:31:14:372,xyz_acc:0.091 -0.481 -0.885
 CDTJune/22/2021 14:31:14:518,xyz_acc:0.074 -0.468 -0.884
 CDTJune/22/2021 14:31:14:627,xyz_acc:0.047 -0.438 -0.889
 CDTJune/22/2021 14:31:14:673,xyz_acc:0.055 -0.418 -0.9
 CDTJune/22/2021 14:31:36:948,resultant_acc:1.018
 CDTJune/22/2021 14:31:36:975,resultant_acc:0.999
 CDTJune/22/2021 14:31:36:93,resultant_acc:1.006
 CDTJune/22/2021 14:31:36:221,resultant_acc:0.992
 CDTJune/22/2021 14:31:37:352,resultant_acc:0.998
 CDTJune/22/2021 14:31:37:400,resultant_acc:0.995
 CDTJune/22/2021 14:31:37:554,resultant_acc:0.997
 CDTJune/22/2021 14:31:37:592,resultant_acc:1.0
 CDTJune/22/2021 14:31:37:685,resultant_acc:0.998
 CDTJune/22/2021 14:31:37:868,resultant_acc:0.999
 CDTJune/22/2021 14:31:37:895,resultant_acc:0.999
 CDTJune/22/2021 14:31:37:969,resultant_acc:0.999
 CDTJune/22/2021 14:31:37:165,resultant_acc:1.003
